snd	0.008333921432495117	S	0	0	0
rcv	0.008837699890136719	SA	0	0	1
snd	0.009340763092041016	A	1	0	1
snd	0.011845827102661133	D	1	50	1
drop	0.012188911437988281	D	51	50	1
drop	0.012645721435546875	D	151	50	1
snd	0.013138771057128906	D	201	50	1
drop	0.013314962387084961	D	251	50	1
snd	0.013774871826171875	D	301	50	1
drop	0.014052867889404297	D	351	50	1
snd	0.014480829238891602	D	401	50	1
snd	0.01497793197631836	D	451	50	1
rcv	0.015186786651611328	A	1	0	51
rcv/DA	0.01576685905456543	A	1	0	51
rcv/DA	0.016057729721069336	A	1	0	51
rcv/DA	0.016223907470703125	A	1	0	51
snd/RXT	0.016679763793945312	D	51	50	1
rcv/DA	0.016941070556640625	A	1	0	51
rcv	0.017133712768554688	A	1	0	101
drop	0.017334938049316406	D	551	50	1
snd/dely	0.26164674758911133	D	101	50	1
rcv	0.2631528377532959	A	1	0	151
snd	0.2685129642486572	D	601	50	1
rcv/DA	0.26906895637512207	A	1	0	151
snd/dely	0.9134819507598877	D	501	50	1
rcv/DA	0.9154789447784424	A	1	0	151
drop	2.2688229084014893	D	151	50	1
snd/RXT	4.337979793548584	D	151	50	1
rcv	4.338622808456421	A	1	0	251
drop	4.344453811645508	D	651	50	1
drop	4.344988822937012	D	701	50	1
drop	6.421973943710327	D	251	50	1
snd/RXT	8.497644901275635	D	251	50	1
rcv	8.498392820358276	A	1	0	351
drop	8.500165700912476	D	751	50	1
drop	8.500643014907837	D	801	50	1
snd/RXT	10.574662923812866	D	351	50	1
rcv	10.575386762619019	A	1	0	551
drop	10.577173948287964	D	851	50	1
drop	10.57773494720459	D	901	50	1
drop	10.578073740005493	D	951	50	1
snd/dely	10.585123062133789	D	1001	50	1
rcv/DA	10.587181091308594	A	1	0	551
drop	12.666133880615234	D	551	50	1
drop	14.74702787399292	D	551	50	1
drop	16.82056188583374	D	551	50	1
drop	18.895322799682617	D	551	50	1
snd/RXT	20.96070694923401	D	551	50	1
rcv	20.961349725723267	A	1	0	651
drop	20.967256784439087	D	1051	50	1
snd/dely	21.176860809326172	D	1101	50	1
rcv/DA	21.178879976272583	A	1	0	651
drop	23.053196907043457	D	651	50	1
drop	25.14399003982544	D	651	50	1
drop	27.228211879730225	D	651	50	1
snd/dely	29.523342847824097	D	651	50	1
rcv	29.525367975234985	A	1	0	701
drop	29.529919862747192	D	1151	50	1
snd/RXT	31.609174013137817	D	701	50	1
rcv	31.610015869140625	A	1	0	751
snd	31.616466760635376	D	1201	50	1
rcv/DA	31.617142915725708	A	1	0	751
drop	33.70237994194031	D	751	50	1
snd/dely	36.40415000915527	D	751	50	1
rcv	36.406179666519165	A	1	0	801
drop	36.41079878807068	D	1251	50	1
drop	38.49988508224487	D	801	50	1
snd/RXT	40.58997082710266	D	801	50	1
rcv	40.590625047683716	A	1	0	851
drop	40.59099888801575	D	1301	50	1
drop	42.67752289772034	D	851	50	1
drop	44.74661087989807	D	851	50	1
drop	46.835320711135864	D	851	50	1
drop	48.92989993095398	D	851	50	1
snd/RXT	51.02009177207947	D	851	50	1
rcv	51.0207417011261	A	1	0	901
drop	51.02645397186279	D	1351	50	1
snd/dely	53.557600021362305	D	901	50	1
rcv	53.55965995788574	A	1	0	951
drop	53.5640869140625	D	1401	50	1
snd/dely	56.23952579498291	D	951	50	1
rcv	56.24157476425171	A	1	0	1051
drop	56.246134996414185	D	1451	50	1
snd	56.247458934783936	D	1501	50	1
rcv/DA	56.248103857040405	A	1	0	1051
snd/dely	59.04188895225525	D	1051	50	1
rcv	59.043025732040405	A	1	0	1151
snd	59.04364800453186	D	1551	50	1
drop	59.04389786720276	D	1601	50	1
rcv/DA	59.04412388801575	A	1	0	1151
drop	61.084030866622925	D	1151	50	1
snd/RXT	63.1826548576355	D	1151	50	1
rcv	63.18336296081543	A	1	0	1251
drop	63.18937802314758	D	1651	50	1
drop	63.19005107879639	D	1701	50	1
snd/RXT	65.28214597702026	D	1251	50	1
rcv	65.2828118801117	A	1	0	1301
drop	65.28860378265381	D	1751	50	1
drop	67.37423276901245	D	1301	50	1
drop	69.45847702026367	D	1301	50	1
snd/RXT	71.54260683059692	D	1301	50	1
rcv	71.54332375526428	A	1	0	1351
drop	71.5490369796753	D	1801	50	1
snd/RXT	73.62795281410217	D	1351	50	1
rcv	73.6285240650177	A	1	0	1401
snd	73.63467073440552	D	1851	50	1
rcv/DA	73.63504004478455	A	1	0	1401
snd/RXT	75.70350480079651	D	1401	50	1
rcv	75.70412373542786	A	1	0	1451
drop	75.70440697669983	D	1901	50	1
snd/RXT	77.75318694114685	D	1451	50	1
rcv	77.75383400917053	A	1	0	1601
snd	77.76049876213074	D	1951	50	1
snd	77.76149487495422	D	2001	50	1
drop	77.76186084747314	D	2051	50	1
rcv/DA	77.76217484474182	A	1	0	1601
rcv/DA	77.76244497299194	A	1	0	1601
snd/RXT	79.8580527305603	D	1601	50	1
rcv	79.85872983932495	A	1	0	1651
drop	79.86462473869324	D	2101	50	1
snd/dely	82.41232681274414	D	1651	50	1
rcv	82.41440796852112	A	1	0	1701
drop	82.41875195503235	D	2151	50	1
drop	84.47170400619507	D	1701	50	1
drop	86.54681086540222	D	1701	50	1
drop	88.61416387557983	D	1701	50	1
snd/RXT	90.68671369552612	D	1701	50	1
rcv	90.6873779296875	A	1	0	1751
drop	90.69281673431396	D	2201	50	1
snd/RXT	92.76289772987366	D	1751	50	1
rcv	92.76353287696838	A	1	0	1801
drop	92.7693738937378	D	2251	50	1
snd/RXT	94.86453485488892	D	1801	50	1
rcv	94.86524176597595	A	1	0	1901
drop	94.86563086509705	D	2301	50	1
snd	94.86646699905396	D	2351	50	1
rcv/DA	94.8670859336853	A	1	0	1901
drop	96.93437385559082	D	1901	50	1
snd/RXT	99.02407383918762	D	1901	50	1
rcv	99.0247757434845	A	1	0	2051
drop	99.0305438041687	D	2401	50	1
snd	99.03183269500732	D	2451	50	1
rcv/DA	99.03254771232605	A	1	0	2051
snd/dely	99.73261165618896	D	2501	50	1
rcv/DA	99.73476386070251	A	1	0	2051
drop	101.09444880485535	D	2051	50	1
drop	103.16530895233154	D	2051	50	1
drop	105.24992775917053	D	2051	50	1
drop	107.29725170135498	D	2051	50	1
drop	109.33756995201111	D	2051	50	1
snd/RXT	111.3914999961853	D	2051	50	1
rcv	111.39217472076416	A	1	0	2101
drop	111.39796185493469	D	2551	50	1
drop	113.45883393287659	D	2101	50	1
snd/RXT	115.53274488449097	D	2101	50	1
rcv	115.53338074684143	A	1	0	2151
drop	115.53929090499878	D	2601	50	1
drop	117.59293985366821	D	2151	50	1
drop	119.67090201377869	D	2151	50	1
snd/RXT	121.75466704368591	D	2151	50	1
rcv	121.75531077384949	A	1	0	2201
drop	121.76105976104736	D	2651	50	1
snd/RXT	123.83986401557922	D	2201	50	1
rcv	123.8405168056488	A	1	0	2251
drop	123.84648084640503	D	2701	50	1
snd/dely	126.90620803833008	D	2251	50	1
rcv	126.9131829738617	A	1	0	2301
snd/dely	126.95474195480347	D	2751	50	1
rcv/DA	126.95682001113892	A	1	0	2301
drop	128.92471194267273	D	2301	50	1
drop	131.00816988945007	D	2301	50	1
snd/RXT	133.04769682884216	D	2301	50	1
rcv	133.04856705665588	A	1	0	2401
drop	133.05415177345276	D	2801	50	1
snd	133.0553538799286	D	2851	50	1
rcv/DA	133.05602097511292	A	1	0	2401
drop	135.10315680503845	D	2401	50	1
snd/RXT	137.16179990768433	D	2401	50	1
rcv	137.1625189781189	A	1	0	2551
snd	137.1691448688507	D	2901	50	1
drop	137.16958475112915	D	2951	50	1
snd	137.17032480239868	D	3001	50	1
rcv/DA	137.170649766922	A	1	0	2551
rcv/DA	137.1709418296814	A	1	0	2551
drop	139.24341082572937	D	2551	50	1
snd/RXT	141.28226685523987	D	2551	50	1
rcv	141.28308200836182	A	1	0	2601
snd/dely	142.18193793296814	D	3051	50	1
rcv/DA	142.18348169326782	A	1	0	2601
drop	143.31404900550842	D	2601	50	1
drop	145.3707320690155	D	2601	50	1
drop	147.42314791679382	D	2601	50	1
drop	149.4868769645691	D	2601	50	1
snd/dely	151.61067080497742	D	2601	50	1
rcv	151.6126787662506	A	1	0	2651
snd	151.6182210445404	D	3101	50	1
rcv/DA	151.6188657283783	A	1	0	2651
drop	153.68397998809814	D	2651	50	1
snd/RXT	155.7579047679901	D	2651	50	1
rcv	155.75862884521484	A	1	0	2701
snd	155.761088848114	D	3151	50	1
rcv/DA	155.7619128227234	A	1	0	2701
drop	157.8186559677124	D	2701	50	1
snd/RXT	159.9051787853241	D	2701	50	1
rcv	159.90588784217834	A	1	0	2801
drop	159.91179895401	D	3201	50	1
snd	159.91303277015686	D	3251	50	1
rcv/DA	159.91367197036743	A	1	0	2801
drop	161.9926779270172	D	2801	50	1
snd/RXT	164.05589079856873	D	2801	50	1
rcv	164.05655598640442	A	1	0	2951
drop	164.06251287460327	D	3301	50	1
snd	164.06366682052612	D	3351	50	1
snd	164.0644989013672	D	3401	50	1
rcv/DA	164.064866065979	A	1	0	2951
rcv/DA	164.06510281562805	A	1	0	2951
snd/RXT	166.1281988620758	D	2951	50	1
rcv	166.1289038658142	A	1	0	3201
drop	166.1346468925476	D	3451	50	1
drop	166.1352698802948	D	3501	50	1
drop	166.13558387756348	D	3551	50	1
snd	166.1365728378296	D	3601	50	1
snd	166.1374797821045	D	3651	50	1
rcv/DA	166.13776779174805	A	1	0	3201
